1937336,U748@DOM1,C528,LogOn,Kerberos,Network,19754,C2677
1937337,U748@DOM1,C528,LogOff,?,Network,19754,C528
1937437,U748@DOM1,C528,LogOn,Kerberos,Network,19755,C2677
1937499,U748@DOM1,C528,LogOff,?,Network,19756,C528
1937682,U748@DOM1,C528,LogOff,?,Network,19758,C528
2090115,U748@DOM1,C457,LogOn,Kerberos,Network,21233,C3644
2090260,U748@DOM1,C1065,LogOn,Kerberos,Network,21234,C3644
2090261,U748@DOM1,C457,LogOn,Kerberos,Network,21234,C3644
2090262,U748@DOM1,C612,LogOn,Kerberos,Network,21234,C3644
2090263,U748@DOM1,C457,LogOff,?,Network,21234,C457
2090433,U748@DOM1,C612,LogOn,Kerberos,Network,21235,C3644
2090434,U748@DOM1,C612,LogOff,?,Network,21235,C612
2091506,U748@DOM1,C1065,LogOff,?,Network,21244,C1065
2091607,U748@DOM1,C457,LogOn,Kerberos,Network,21245,C3644
2092050,U748@DOM1,C457,LogOn,Kerberos,Network,21248,C3644
2092471,U748@DOM1,C457,LogOff,?,Network,21252,C457
2107196,U748@DOM1,C457,LogOff,?,Network,21372,C457
2111691,U748@DOM1,C457,LogOff,?,Network,21414,C457
2484979,U748@DOM1,C151,AuthMap,?,?,24151,C151
2484980,U748@DOM1,C151,TGS,?,?,24151,C151
2484981,U748@DOM1,C151,TGT,?,?,24151,C151
2485324,U748@DOM1,C1640,TGS,?,?,24153,C151
2485472,U748@DOM1,C1640,TGS,?,?,24154,C151
2485473,U748@DOM1,C457,TGS,?,?,24154,C151
2485474,U748@DOM1,C457,LogOn,Kerberos,Network,24154,C151
2485475,U748@DOM1,C528,TGS,?,?,24154,C151
2485476,U748@DOM1,C528,LogOn,Kerberos,Network,24154,C151
2485477,U748@DOM1,TGT,TGS,?,?,24154,C151
2485478,U748@DOM1,C457,LogOff,?,Network,24154,C457
2485617,U748@DOM1,C1173,LogOn,NTLM,Network,24155,C151
2485618,U748@DOM1,C457,LogOff,?,Network,24155,C457
2485784,U748@DOM1,C151,TGT,?,?,24156,C151
2485785,U748@DOM1,C3007,LogOn,NTLM,Network,24156,C151
2485786,U748@DOM1,C3226,LogOn,NTLM,Network,24156,C151
2485787,U748@DOM1,C4716,TGS,?,?,24156,C151
2485935,U748@DOM1,C1003,LogOn,NTLM,Network,24157,C151
2485936,U748@DOM1,C1326,LogOn,NTLM,Network,24157,C151
2485937,U748@DOM1,C3280,LogOn,NTLM,Network,24157,C151
2485938,U748@DOM1,C3468,LogOn,NTLM,Network,24157,C151
2485939,U748@DOM1,C504,LogOn,NTLM,Network,24157,C151
2486128,U748@DOM1,C1056,LogOn,NTLM,Network,24158,C151
2486129,U748@DOM1,C151,TGS,?,?,24158,C151
2486130,U748@DOM1,C151,TGT,?,?,24158,C151
2486497,U748@DOM1,C1640,TGS,?,?,24160,C151
2486619,U748@DOM1,C1640,TGS,?,?,24161,C151
2486620,U748@DOM1,C2589,LogOn,NTLM,Network,24161,C151
2486621,U748@DOM1,C4716,LogOn,Kerberos,Network,24161,C4716
2486834,U748@DOM1,C1640,TGS,?,?,24162,C151
2486835,U748@DOM1,C457,TGS,?,?,24162,C151
2486836,U748@DOM1,C528,TGS,?,?,24162,C151
2486837,U748@DOM1,C647,LogOn,NTLM,Network,24162,C151
2486838,U748@DOM1,TGT,TGS,?,?,24162,C151
2487829,U748@DOM1,C151,TGT,?,?,24167,C151
2487830,U748@DOM1,C4716,TGS,?,?,24167,C151
2488022,U748@DOM1,C2106,LogOn,Kerberos,Network,24168,C151
2488023,U748@DOM1,C2106,LogOff,?,Network,24168,C2106
2488639,U748@DOM1,C2106,LogOff,?,Network,24171,C2106
2488640,U748@DOM1,C4716,LogOff,?,Network,24171,C4716
2488856,U748@DOM1,C647,LogOff,?,Network,24172,C647
2489441,U748@DOM1,C2327,TGS,?,?,24175,C151
2490391,U748@DOM1,C2327,TGS,?,?,24181,C151
2490910,U748@DOM1,C528,LogOff,?,Network,24184,C528
2491585,U748@DOM1,C2327,TGS,?,?,24188,C151
2492727,U748@DOM1,C457,LogOn,Kerberos,Network,24196,C151
2492728,U748@DOM1,C457,LogOff,?,Network,24196,C457
2492908,U748@DOM1,C457,LogOn,Kerberos,Network,24197,C151
2492909,U748@DOM1,C457,LogOff,?,Network,24197,C457
2494382,U748@DOM1,C457,TGS,?,?,24206,C151
2494563,U748@DOM1,C457,LogOn,Kerberos,Network,24207,C151
2494564,U748@DOM1,C457,LogOff,?,Network,24207,C457
2496594,U748@DOM1,C457,TGS,?,?,24218,C151
2499737,U748@DOM1,C2106,LogOff,?,Network,24235,C2106
2502090,U748@DOM1,C457,LogOn,Kerberos,Network,24247,C151
2502091,U748@DOM1,C457,LogOff,?,Network,24247,C457
2506600,U748@DOM1,C528,LogOn,Kerberos,Network,24276,C151
2510946,U748@DOM1,C528,LogOff,?,Network,24302,C528
2537239,U748@DOM1,C3007,LogOn,NTLM,Network,24451,C151
2537240,U748@DOM1,C305,TGS,?,?,24451,C151
2537241,U748@DOM1,C3644,LogOn,NTLM,Network,24451,C151
2537242,U748@DOM1,C728,TGS,?,?,24451,C151
2537243,U748@DOM1,C728,LogOn,Kerberos,Network,24451,C151
2537428,U748@DOM1,C1009,LogOn,NTLM,Network,24452,C151
2537429,U748@DOM1,C136,TGS,?,?,24452,C151
2537430,U748@DOM1,C136,LogOn,Kerberos,Network,24452,C151
2537431,U748@DOM1,C1495,LogOn,NTLM,Network,24452,C151
2537432,U748@DOM1,C305,LogOn,Kerberos,Network,24452,C151
2537612,U748@DOM1,C1330,LogOn,NTLM,Network,24453,C151
2537613,U748@DOM1,C728,LogOn,NTLM,Network,24453,C151
2540045,U748@DOM1,C3007,LogOff,?,Network,24465,C3007
2540046,U748@DOM1,C3644,LogOff,?,Network,24465,C3644
2540047,U748@DOM1,C728,LogOff,?,Network,24465,C728
2540224,U748@DOM1,C1009,LogOff,?,Network,24466,C1009
2540225,U748@DOM1,C136,LogOff,?,Network,24466,C136
2540226,U748@DOM1,C1495,LogOff,?,Network,24466,C1495
2540227,U748@DOM1,C305,LogOff,?,Network,24466,C305
2540444,U748@DOM1,C1330,LogOff,?,Network,24467,C1330
2541392,U748@DOM1,C136,TGS,?,?,24472,C151
2541393,U748@DOM1,C305,TGS,?,?,24472,C151
2541394,U748@DOM1,C728,TGS,?,?,24472,C151
2651748,U748@DOM1,C1326,LogOff,?,Network,25073,C1326
2651749,U748@DOM1,C3280,LogOff,?,Network,25073,C3280
2653923,U748@DOM1,C3007,LogOff,?,Network,25084,C3007
2655064,U748@DOM1,C3468,LogOff,?,Network,25091,C3468
2656145,U748@DOM1,C1056,LogOff,?,Network,25098,C1056
2657411,U748@DOM1,C504,LogOff,?,Network,25105,C504
2714742,U748@DOM1,C3226,LogOff,?,Network,25381,C3226
2717042,U748@DOM1,C1173,LogOff,?,Network,25393,C1173
2720094,U748@DOM1,C2589,LogOff,?,Network,25408,C2589
2779424,U748@DOM1,C528,LogOn,Kerberos,Network,25676,C2677
2779425,U748@DOM1,C528,LogOff,?,Network,25676,C528
2779870,U748@DOM1,C528,LogOff,?,Network,25678,C528
2782253,U748@DOM1,C528,LogOff,?,Network,25688,C528
2857585,U748@DOM1,C528,LogOn,Kerberos,Network,26001,C2677
2857586,U748@DOM1,C528,LogOff,?,Network,26001,C528
2858032,U748@DOM1,C528,LogOff,?,Network,26003,C528
2860098,U748@DOM1,C528,LogOff,?,Network,26012,C528
3022261,U748@DOM1,C612,LogOn,Kerberos,Network,26695,C3644
3022492,U748@DOM1,C1065,LogOn,Kerberos,Network,26696,C3644
3022493,U748@DOM1,C457,LogOn,Kerberos,Network,26696,C3644
3022494,U748@DOM1,C612,LogOn,Kerberos,Network,26696,C3644
3022495,U748@DOM1,C457,LogOff,?,Network,26696,C457
3022496,U748@DOM1,C612,LogOff,?,Network,26696,C612
3023580,U748@DOM1,C612,LogOn,Kerberos,Network,26700,C3644
3023581,U748@DOM1,C612,LogOff,?,Network,26700,C612
3025142,U748@DOM1,C1065,LogOff,?,Network,26706,C1065
3029713,U748@DOM1,C1065,LogOff,?,Network,26722,C1065
3034790,U748@DOM1,C457,LogOn,Kerberos,Network,26740,C3644
3035077,U748@DOM1,C457,LogOff,?,Network,26741,C457
3035742,U748@DOM1,C151,TGS,?,?,26744,C151
3035743,U748@DOM1,C151,TGT,?,?,26744,C151
3036027,U748@DOM1,C151,AuthMap,?,?,26745,C151
3036028,U748@DOM1,C151,LogOff,?,Unlock,26745,C151
3038360,U748@DOM1,C2327,TGS,?,?,26755,C151
3041979,U748@DOM1,C2327,TGS,?,?,26770,C151
3046031,U748@DOM1,C457,LogOff,?,Network,26787,C457
3056329,U748@DOM1,C457,LogOff,?,Network,26823,C457
3065367,U748@DOM1,C3007,LogOn,NTLM,Network,26858,C151
3065368,U748@DOM1,C3644,LogOn,NTLM,Network,26858,C151
3065369,U748@DOM1,C728,TGS,?,?,26858,C151
3065588,U748@DOM1,C1173,LogOn,NTLM,Network,26859,C151
3065589,U748@DOM1,C136,TGS,?,?,26859,C151
3065590,U748@DOM1,C3226,LogOn,NTLM,Network,26859,C151
3065591,U748@DOM1,C728,LogOn,Kerberos,Network,26859,C151
3065592,U748@DOM1,C728,LogOn,NTLM,Network,26859,C151
3065845,U748@DOM1,C136,LogOn,Kerberos,Network,26860,C151
3065846,U748@DOM1,C1495,LogOn,NTLM,Network,26860,C151
3066520,U748@DOM1,C2589,LogOn,NTLM,Network,26863,C151
3068003,U748@DOM1,C6920,TGS,?,?,26869,C151
3068488,U748@DOM1,C3007,LogOff,?,Network,26871,C3007
3068489,U748@DOM1,C3644,LogOff,?,Network,26871,C3644
3068490,U748@DOM1,C728,LogOff,?,Network,26871,C728
3068682,U748@DOM1,C136,LogOff,?,Network,26872,C136
3068683,U748@DOM1,C1495,LogOff,?,Network,26872,C1495
3069203,U748@DOM1,C6920,LogOn,Kerberos,Network,26874,C6920
3071388,U748@DOM1,C6920,LogOff,?,Network,26883,C6920
3294325,U748@DOM1,C1173,LogOff,?,Network,27779,C1173
3294907,U748@DOM1,C3226,LogOff,?,Network,27781,C3226
3301746,U748@DOM1,C457,TGS,?,?,27807,C151
3301984,U748@DOM1,C2589,LogOff,?,Network,27808,C2589
3302272,U748@DOM1,C457,LogOn,Kerberos,Network,27809,C151
3302273,U748@DOM1,C457,LogOff,?,Network,27809,C457
3313506,U748@DOM1,C457,LogOn,Kerberos,Network,27851,C151
3313507,U748@DOM1,C457,LogOff,?,Network,27851,C457
3353228,U748@DOM1,C1003,LogOff,?,Network,28007,C1003
3744432,U748@DOM1,C151,TGS,?,?,29431,C151
3744433,U748@DOM1,C151,TGT,?,?,29431,C151
3744960,U748@DOM1,C151,AuthMap,?,?,29433,C151
3744961,U748@DOM1,C151,LogOff,?,Unlock,29433,C151
3746127,U748@DOM1,C1003,LogOn,NTLM,Network,29437,C151
3910710,U748@DOM1,C151,TGS,?,?,30004,C151
3910711,U748@DOM1,C151,TGT,?,?,30004,C151
3910961,U748@DOM1,C151,AuthMap,?,?,30005,C151
3910962,U748@DOM1,C151,LogOff,?,Unlock,30005,C151
3925530,U748@DOM1,C151,TGS,?,?,30051,C151
3925531,U748@DOM1,C151,TGT,?,?,30051,C151
3928868,U748@DOM1,C2327,TGS,?,?,30061,C151
3942729,U748@DOM1,C2327,TGS,?,?,30110,C151
4070728,U748@DOM1,C457,AuthMap,?,?,30577,C457
4070729,U748@DOM1,C457,LogOff,?,Network,30577,C457
4077683,U748@DOM1,C457,AuthMap,?,?,30601,C457
4077684,U748@DOM1,C457,LogOff,?,Network,30601,C457
4218296,U748@DOM1,C1640,TGS,?,?,31117,C151
4218297,U748@DOM1,C457,TGS,?,?,31117,C151
4218298,U748@DOM1,C528,TGS,?,?,31117,C151
4218299,U748@DOM1,C528,LogOn,Kerberos,Network,31117,C151
4218300,U748@DOM1,C586,TGS,?,?,31117,C151
4218301,U748@DOM1,TGT,TGS,?,?,31117,C151
4218557,U748@DOM1,C457,LogOn,Kerberos,Network,31118,C151
4218558,U748@DOM1,C586,LogOn,Kerberos,Network,31118,C151
4218559,U748@DOM1,C457,LogOff,?,Network,31118,C457
4218560,U748@DOM1,C586,LogOff,?,Network,31118,C586
4225344,U748@DOM1,C586,LogOn,Kerberos,Network,31142,C151
4225649,U748@DOM1,C1640,TGS,?,?,31143,C151
4225650,U748@DOM1,C586,TGS,?,?,31143,C151
4225651,U748@DOM1,C586,LogOn,Kerberos,Network,31143,C151
4225652,U748@DOM1,C586,LogOff,?,Network,31143,C586
4225913,U748@DOM1,C1640,TGS,?,?,31144,C151
4225914,U748@DOM1,C457,TGS,?,?,31144,C151
4225915,U748@DOM1,C528,TGS,?,?,31144,C151
4225916,U748@DOM1,TGT,TGS,?,?,31144,C151
4228989,U748@DOM1,C528,LogOff,?,Network,31155,C528
4230775,U748@DOM1,C457,LogOn,Kerberos,Network,31162,C151
4231100,U748@DOM1,C457,LogOff,?,Network,31163,C457
4231765,U748@DOM1,C2106,LogOn,Kerberos,Network,31165,C151
4231766,U748@DOM1,C2106,LogOff,?,Network,31165,C2106
4232872,U748@DOM1,C2106,LogOff,?,Network,31169,C2106
4234351,U748@DOM1,C2106,LogOff,?,Network,31174,C2106
4244263,U748@DOM1,C1640,TGS,?,?,31213,C151
4255952,U748@DOM1,C1173,LogOn,NTLM,Network,31255,C151
4256184,U748@DOM1,C647,LogOn,NTLM,Network,31256,C151
4256736,U748@DOM1,C2106,LogOn,Kerberos,Network,31258,C151
4260113,U748@DOM1,C647,LogOff,?,Network,31270,C647
4260753,U748@DOM1,C2106,LogOff,?,Network,31272,C2106
4287961,U748@DOM1,C4716,TGS,?,?,31372,C151
4287962,U748@DOM1,C4716,LogOn,Kerberos,Network,31372,C4716
4298944,U748@DOM1,C586,TGS,?,?,31409,C151
4298945,U748@DOM1,C586,LogOn,Kerberos,Network,31409,C151
4298946,U748@DOM1,C586,LogOff,?,Network,31409,C586
4302162,U748@DOM1,C4716,TGS,?,?,31419,C151
4310580,U748@DOM1,C4716,LogOff,?,Network,31449,C4716
4312727,U748@DOM1,C586,TGS,?,?,31457,C151
4330895,U748@DOM1,C4716,LogOn,Kerberos,Network,31521,C4716
4401602,U748@DOM1,C2327,TGS,?,?,31793,C151
4410247,U748@DOM1,C586,LogOn,Kerberos,Network,31824,C151
4410248,U748@DOM1,C586,LogOff,?,Network,31824,C586
4411053,U748@DOM1,C151,TGT,?,?,31827,C151
4411054,U748@DOM1,C728,AuthMap,?,?,31827,C151
4411290,U748@DOM1,C728,TGS,?,?,31828,C151
4411592,U748@DOM1,C728,AuthMap,?,?,31829,C151
4411593,U748@DOM1,C728,TGS,?,?,31829,C728
4411594,U748@DOM1,C728,TGT,?,?,31829,C728
4411595,U748@DOM1,C728,LogOn,Kerberos,Network,31829,C728
4412175,U748@DOM1,C728,AuthMap,?,?,31831,C728
4412176,U748@DOM1,C457,LogOff,?,Network,31831,C457
4412177,U748@DOM1,C457,LogOn,Kerberos,Network,31831,C457
4412178,U748@DOM1,C457,TGS,?,?,31831,C728
4412179,U748@DOM1,C457,LogOn,Kerberos,Network,31831,C728
4412180,U748@DOM1,TGT,TGS,?,?,31831,C728
4412783,U748@DOM1,C528,LogOff,?,Network,31833,C528
4412784,U748@DOM1,C625,LogOff,?,Network,31833,C625
4412785,U748@DOM1,C1173,LogOn,NTLM,Network,31833,C728
4412786,U748@DOM1,C457,TGS,?,?,31833,C728
4412787,U748@DOM1,C457,LogOn,Kerberos,Network,31833,C728
4412788,U748@DOM1,C528,TGS,?,?,31833,C728
4412789,U748@DOM1,C528,LogOn,Kerberos,Network,31833,C728
4412790,U748@DOM1,C625,TGS,?,?,31833,C728
4412791,U748@DOM1,C625,LogOn,Kerberos,Network,31833,C728
4412792,U748@DOM1,C728,TGS,?,?,31833,C728
4412793,U748@DOM1,C728,TGT,?,?,31833,C728
4413083,U748@DOM1,C625,LogOff,?,Network,31834,C625
4413084,U748@DOM1,C1003,LogOn,NTLM,Network,31834,C728
4413085,U748@DOM1,C457,TGS,?,?,31834,C728
4413086,U748@DOM1,C528,TGS,?,?,31834,C728
4413087,U748@DOM1,C625,TGS,?,?,31834,C728
4413088,U748@DOM1,C625,LogOn,Kerberos,Network,31834,C728
4413089,U748@DOM1,TGT,TGS,?,?,31834,C728
4413909,U748@DOM1,C457,LogOn,Kerberos,Network,31837,C728
4414492,U748@DOM1,C457,LogOff,?,Network,31839,C457
4416205,U748@DOM1,C1173,LogOff,?,Network,31845,C1173
4416705,U748@DOM1,C1003,LogOff,?,Network,31847,C1003
4416706,U748@DOM1,C586,LogOn,Kerberos,Network,31847,C151
4416707,U748@DOM1,C457,LogOff,?,Network,31847,C457
4420618,U748@DOM1,C625,LogOff,?,Network,31863,C625
4422100,U748@DOM1,C457,LogOff,?,Network,31869,C457
4422101,U748@DOM1,C457,LogOn,Kerberos,Network,31869,C457
4422102,U748@DOM1,C457,LogOn,Kerberos,Network,31869,C728
4422348,U748@DOM1,C457,LogOn,Kerberos,Network,31870,C728
4423158,U748@DOM1,C457,LogOn,Kerberos,Network,31873,C728
4423361,U748@DOM1,C457,LogOff,?,Network,31874,C457
4424582,U748@DOM1,C457,LogOff,?,Network,31879,C457
4424787,U748@DOM1,C1056,LogOn,NTLM,Network,31880,C728
4425030,U748@DOM1,C1003,LogOn,NTLM,Network,31881,C728
4425031,U748@DOM1,C1173,LogOn,NTLM,Network,31881,C728
4425032,U748@DOM1,C3468,LogOn,NTLM,Network,31881,C728
4428353,U748@DOM1,C457,LogOff,?,Network,31895,C457
4431828,U748@DOM1,C625,LogOff,?,Network,31907,C625
4433039,U748@DOM1,C625,LogOn,Kerberos,Network,31911,C728
4433580,U748@DOM1,C504,LogOn,NTLM,Network,31913,C728
4433866,U748@DOM1,C1065,LogOff,?,Network,31914,C1065
4433867,U748@DOM1,C1065,LogOn,Kerberos,Network,31914,C1065
4433868,U748@DOM1,C1065,LogOn,Kerberos,Network,31914,C728
4434147,U748@DOM1,C1065,TGS,?,?,31915,C728
4435193,U748@DOM1,C2589,LogOn,NTLM,Network,31919,C728
4436172,U748@DOM1,C457,LogOff,?,Network,31923,C457
4437962,U748@DOM1,C1065,LogOff,?,Network,31930,C1065
4438751,U748@DOM1,C625,LogOn,Kerberos,Network,31933,C728
4439012,U748@DOM1,C1065,TGS,?,?,31934,C728
4439292,U748@DOM1,C1065,LogOff,?,Network,31935,C1065
4439293,U748@DOM1,C1065,LogOn,Kerberos,Network,31935,C1065
4439294,U748@DOM1,C1065,LogOn,Kerberos,Network,31935,C728
4442518,U748@DOM1,C625,LogOff,?,Network,31947,C625
4443272,U748@DOM1,C457,LogOff,?,Network,31950,C457
4457285,U748@DOM1,C625,LogOff,?,Network,32006,C625
4566905,U748@DOM1,C1065,LogOn,Kerberos,Network,32397,C3644
4566906,U748@DOM1,C457,LogOn,Kerberos,Network,32397,C3644
4566907,U748@DOM1,C612,LogOn,Kerberos,Network,32397,C3644
4567187,U748@DOM1,C612,LogOn,Kerberos,Network,32398,C3644
4567188,U748@DOM1,C457,LogOff,?,Network,32398,C457
4567189,U748@DOM1,C612,LogOff,?,Network,32398,C612
4567469,U748@DOM1,C1065,LogOff,?,Network,32399,C1065
4567794,U748@DOM1,C1065,LogOff,?,Network,32400,C1065
4567795,U748@DOM1,C1065,LogOn,Kerberos,Network,32400,C3644
4569820,U748@DOM1,C1065,LogOff,?,Network,32407,C1065
4572286,U748@DOM1,C1065,LogOff,?,Network,32416,C1065
4572287,U748@DOM1,C1065,LogOn,Kerberos,Network,32416,C3644
4574468,U748@DOM1,C612,LogOn,Kerberos,Network,32424,C3644
4575220,U748@DOM1,C612,LogOn,Kerberos,Network,32427,C3644
4575221,U748@DOM1,C612,LogOff,?,Network,32427,C612
4575488,U748@DOM1,C457,LogOn,Kerberos,Network,32428,C3644
4575489,U748@DOM1,C612,LogOn,Kerberos,Network,32428,C3644
4575490,U748@DOM1,C612,LogOff,?,Network,32428,C612
4575801,U748@DOM1,C457,LogOn,Kerberos,Network,32429,C3644
4576078,U748@DOM1,C457,LogOff,?,Network,32430,C457
4587402,U748@DOM1,C528,LogOff,?,Network,32459,C528
4587403,U748@DOM1,C528,LogOn,Kerberos,Network,32459,C728
4601335,U748@DOM1,C2327,TGS,?,?,32511,C151
4631304,U748@DOM1,C457,LogOff,?,Network,32620,C457
4644820,U748@DOM1,C457,LogOff,?,Network,32670,C457
4671677,U748@DOM1,C528,LogOn,Kerberos,Network,32765,C2677
4671678,U748@DOM1,C528,LogOff,?,Network,32765,C528
4672338,U748@DOM1,C528,LogOff,?,Network,32767,C528
4678362,U748@DOM1,C528,LogOff,?,Network,32789,C528
4679522,U748@DOM1,C1056,LogOff,?,Network,32794,C1056
4685049,U748@DOM1,C1173,LogOff,?,Network,32819,C1173
4688412,U748@DOM1,C3468,LogOff,?,Network,32833,C3468
4691473,U748@DOM1,C504,LogOff,?,Network,32845,C504
4692280,U748@DOM1,C2589,LogOff,?,Network,32848,C2589
4696912,U748@DOM1,C1003,LogOff,?,Network,32866,C1003
